学号,选择题1-10,填空题11-16,17,18,19,20,21,22,23,24,25,26,27,总分
7171001020,18,12,6,6,6,6,6,6,6,5,4,7,7,95
7171001021,14,11,5,4,6,6,3,6,6,0,0,7,4,72
7171001022,20,12,6,6,6,6,6,6,6,5,4,7,4,94
7171001023,20,10,6,6,6,5,6,6,6,5,6,4,4,90
7171001024,12,4,6,6,6,0,5,3,3,0,0,3,3,51
7171001025,20,12,6,6,6,0,6,3,6,5,5,7,3,85
7171001026,8,0,0,0,0,0,5,1,2,0,0,0,3,19
7171001027,20,12,6,6,6,5,6,4,6,5,4,7,3,90
7171001028,20,12,6,6,6,6,6,6,6,6,6,7,7,100
7171001029,16,12,6,6,6,5,6,6,6,5,5,3,3,85
7171001030,16,8,0,0,5,0,2,3,6,0,5,5,3,53
7171001031,18,12,6,6,6,6,3,2,6,6,6,7,3,87
7171001032,14,12,6,6,6,6,6,4,6,5,6,7,7,91
7171001033,18,11,6,6,6,6,6,5,6,5,6,7,3,91
7171001034,8,7,6,5,6,1,3,2,5,3,2,3,3,54
7171001035,18,11,6,5,6,6,6,5,2,6,2,5,7,85
7171001036,18,7,6,6,6,6,6,4,6,0,6,7,7,85
7171001037,18,12,6,6,6,0,6,6,6,6,6,7,7,92
7171001038,20,12,6,6,6,5,6,6,5,5,5,3,6,91
7171001039,20,12,6,6,6,6,6,6,5,5,6,7,3,94
7171031101,8,0,2,0,0,0,0,0,0,0,0,0,0,10
7171031102,8,8,6,5,6,4,2,4,0,0,0,3,3,49
7171031103,12,2,5,6,5,1,0,0,5,2,4,4,4,50
7171031104,16,10,5,6,6,5,3,3,6,3,6,7,7,83
7171031105,16,12,6,4,6,6,6,6,4,5,6,7,3,87
7171031106,18,8,2,6,6,0,6,6,2,1,6,3,3,67
7171031107,16,8,6,3,5,2,1,0,6,0,0,7,3,57
7171031108,14,10,6,4,6,2,3,3,5,0,6,7,3,69
7171031109,16,8,6,6,6,1,4,5,6,5,4,3,3,73
7171031110,16,10,6,6,6,6,6,6,6,5,6,3,3,85
7171031111,10,4,4,4,5,1,2,0,3,0,0,3,3,39
7171031112,6,6,5,6,6,2,3,2,5,3,2,0,7,53
7171031113,18,10,5,6,6,6,5,5,6,6,6,7,7,93
7171031114,18,8,4,6,6,5,6,5,5,0,6,5,6,80
7171031115,16,10,6,5,6,6,6,3,6,4,5,7,7,87
7171031116,18,10,6,4,6,6,6,6,6,6,6,7,7,94
7171031117,16,4,6,4,6,0,0,0,0,0,0,7,4,47
7171031118,6,6,6,6,5,5,6,6,5,5,0,0,0,56
7171031119,16,10,4,4,5,0,3,4,4,2,4,5,3,64
7171031120,16,10,6,3,6,6,5,5,5,2,5,5,3,77
7171031121,14,8,6,5,6,6,4,6,6,6,3,7,4,81
7171031122,20,6,3,5,4,0,3,1,6,0,0,3,3,54
7171031123,12,8,5,0,6,6,5,3,5,1,5,3,3,62
7171031124,18,10,6,6,6,4,5,6,6,0,6,7,7,87
7171031125,16,6,4,5,6,3,6,1,4,5,5,4,3,68
7171031127,18,2,2,1,5,0,4,0,0,0,0,0,3,35
7171031128,16,10,5,6,6,6,6,4,6,6,5,7,3,86
7171031129,8,0,6,6,6,3,3,0,2,0,0,4,3,41
7171031130,14,8,5,4,6,0,6,2,6,2,6,3,3,65
7171031313,14,12,6,6,5,6,6,3,6,1,6,3,3,77
7171031132,18,10,6,6,6,4,6,6,6,6,6,7,7,94
7171031133,18,8,6,6,6,0,2,0,6,6,6,7,4,75
7171031134,12,10,4,0,6,4,5,3,6,3,5,7,3,68
7171031135,12,6,6,6,6,0,6,2,6,3,0,3,4,60
7171031137,12,12,6,6,6,6,6,6,6,6,6,7,3,88
7171031138,16,10,6,6,6,2,3,6,6,0,5,3,3,72
7171031139,8,10,4,2,6,0,2,2,5,2,0,3,3,47
7171031140,12,8,6,6,6,0,3,4,6,3,6,7,3,70
7171031201,16,10,6,6,6,3,3,5,6,5,6,7,3,82
7171031202,16,10,6,6,6,4,3,2,3,2,1,7,3,69
7171031203,20,9,5,4,6,6,6,6,6,2,1,3,3,77
7171031204,12,6,4,6,5,6,6,3,5,2,2,4,4,65
7171031205,12,8,2,3,6,3,6,0,5,0,0,3,3,51
7171031206,16,6,4,0,6,1,4,6,5,3,6,3,4,64
7171031207,14,2,5,2,6,6,5,0,4,0,6,3,3,56
7171031208,20,10,6,6,5,6,6,6,6,3,6,7,3,90
7171031209,12,12,6,6,6,0,6,3,5,6,2,7,4,75
7171031210,14,10,6,6,6,6,3,4,6,6,6,7,3,83
7171031211,8,10,6,6,6,1,1,4,6,2,6,7,0,63
7171031212,8,12,6,6,6,4,6,6,5,5,6,3,5,78
7171031213,12,10,6,6,6,2,2,6,4,0,6,4,3,67
7171031214,16,10,6,2,6,6,6,2,6,6,6,3,3,78
7171031215,12,10,6,0,6,0,2,0,5,3,0,3,3,50
7171031216,10,8,6,6,6,1,6,3,5,6,6,3,4,70
7171031217,6,6,4,2,5,0,3,0,5,0,0,4,3,38
7171031218,14,8,5,5,6,0,2,3,5,1,6,3,7,65
7171031219,10,7,2,4,6,6,6,3,5,2,5,3,3,62
7171031220,12,6,6,6,6,0,6,6,6,6,6,3,3,72
7171031221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7171031222,16,12,6,6,6,6,6,6,6,6,6,7,7,96
7171031223,10,10,6,6,6,0,4,0,5,6,3,7,3,66
7171031224,10,4,0,0,5,1,3,0,3,0,0,0,3,29
7171031225,18,10,6,6,6,4,6,6,6,6,6,3,7,90
7171031226,14,0,0,0,5,0,0,0,0,0,0,0,3,22
7171031227,14,6,6,4,6,2,5,2,2,6,5,5,3,66
7171031228,14,8,6,0,6,0,6,0,5,1,5,4,3,58
7171031230,8,6,6,0,6,3,0,0,0,0,0,3,0,32
7171031231,16,4,6,1,5,0,1,0,0,0,0,3,3,39
7171031232,14,6,6,4,5,6,5,3,6,0,0,5,3,63
7171031233,10,4,6,6,6,1,4,2,6,1,0,3,3,52
7171031234,8,6,0,0,5,0,3,3,4,0,0,0,3,32
7171031235,8,4,2,0,3,4,4,3,0,0,0,3,3,34
7171031236,10,2,6,6,0,6,2,3,2,5,6,0,3,51
7171031237,12,12,4,6,6,1,6,3,5,3,3,7,6,74
7171031238,16,10,6,6,6,0,2,6,6,6,3,7,4,78
7171031239,18,8,6,6,6,6,6,6,6,6,6,7,7,94
7171031240,18,8,6,6,6,1,2,3,6,6,5,7,7,81
7171441101,16,12,6,6,6,6,6,6,6,0,6,7,7,90
7171441102,16,10,5,5,6,6,5,0,3,0,0,3,0,59
7171441103,18,12,6,6,6,6,6,4,5,6,5,3,4,87
7171441104,16,8,3,6,6,4,4,3,4,0,0,4,4,62
7171441105,14,12,6,6,5,6,3,4,5,6,5,3,3,78
7171441106,16,12,6,6,6,6,6,6,6,1,1,3,4,79
7171441107,20,12,6,6,5,6,6,6,6,6,3,5,7,94
7171441108,14,5,0,0,0,6,3,3,5,3,1,3,3,46
7171441109,8,0,4,2,5,5,2,0,1,0,0,0,0,27
7171441110,20,12,6,6,6,6,6,6,6,6,5,7,7,99
7171441111,8,2,0,0,0,3,6,0,3,0,0,0,3,25
7171441112,12,6,4,4,6,2,6,4,2,0,0,0,3,49
7171441113,12,7,6,4,5,3,6,4,6,6,5,4,3,71
7171441114,12,9,6,4,0,0,5,0,5,0,0,0,3,44
7171441115,14,4,0,0,0,0,0,0,0,0,0,0,0,18
7171441116,14,11,6,1,6,6,6,6,6,6,5,0,3,76
7171441117,14,9,6,5,6,6,6,3,6,0,0,3,3,67
7171441118,16,4,6,0,6,0,0,0,0,0,0,3,3,38
7171441119,16,10,6,6,6,6,6,6,6,6,4,7,7,92
7171441120,18,8,5,6,6,6,6,0,3,2,5,3,3,71
7171441121,16,11,2,0,6,5,6,4,6,6,5,4,3,74
7171441122,18,12,6,6,6,6,6,6,5,6,5,7,3,92
7171441123,6,0,0,0,0,0,0,0,0,0,0,3,3,12
7171441124,4,8,5,0,0,1,2,0,0,0,0,5,3,28
7171441125,16,10,6,6,6,6,6,3,6,2,0,7,4,78
7171441126,20,12,6,6,6,6,6,6,6,6,3,7,7,97
7171441127,20,10,6,5,6,6,3,5,6,3,0,3,3,76
7171441128,14,11,5,6,6,6,6,0,5,3,2,7,4,75
7171441129,20,12,6,6,6,6,6,6,6,6,6,7,7,100
7171441130,14,7,2,2,6,6,4,5,6,6,0,7,4,69
1751000802,16,6,0,0,0,6,4,6,6,5,6,7,0,62
1751000901,16,8,5,0,0,6,6,5,5,5,6,7,0,69
1751001002,16,9,2,0,4,6,6,6,0,4,6,7,0,66
